block_id,rollout_depth,layer,block_qualified,layer_pass,packets_qualified,finite_crossfit,reproducible,broken_square_sensitive,split_half_singular_floor,split_half_floor_ceiling,exact_response_half_1,exact_response_half_2,broken_response_half_1,broken_response_half_2,broken_sensitivity_threshold,crossfit_energy_training_half_1,crossfit_energy_training_half_2,maximum_edge_condition,maximum_path_condition,minimum_edge_rank,minimum_path_rank,packet_disagreement_delta_fro,packet_disagreement_path_p_fro,packet_disagreement_path_q_fro,packet_disagreement_h_path_fro,packet_disagreement_h_edge_fro,map_derived_competence,qualified_block_primary_amplitude,amplitude_status
B12,6,21,False,False,True,True,False,True,0.3207128153828135,0.2,0.03650697956811401,0.39038471254645385,0.7041534628326132,0.7852630493983342,0.641425630765627,0.0015411846503570116,0.11040679156850387,9.017888277656782,13.134156850794117,4,4,0.7707259760353523,0.8700125715956851,0.23881912813242084,0.21232258757165506,0.35971037960778296,6.862955729166666,,UNQUALIFIED_NO_IMPUTATION
B12,6,43,False,False,True,True,False,True,0.3702571071801381,0.2,0.07581438551721825,0.09861730925571814,1.065803264307947,1.3442914136445425,0.7405142143602762,0.0013857880154382238,0.0020074634428402637,88.77577394368568,86.86970499579783,4,4,0.2737605870726091,1.349288766623836,1.1274082442482432,2.000831073583972,2.0004928310392205,6.862955729166666,,UNQUALIFIED_NO_IMPUTATION
B12,6,62,False,True,True,True,True,True,0.16653892054613836,0.2,0.022604047972351566,0.10473686517037958,2.4058696769703323,2.599592587784195,0.3330778410922767,2.323981925292392e-05,0.0007946064397025436,188.8004797114096,186.7894433944951,4,4,0.24319059643962934,1.8021876876725882,1.649011286202884,0.15075558178007478,0.1663073695194715,6.862955729166666,,UNQUALIFIED_NO_IMPUTATION
B13,6,21,True,True,True,True,True,True,0.09915284902690803,0.2,0.06088510963615711,0.2104228999745334,1.2936481482975872,1.2636202441461353,0.2604228999745334,0.0035346164958802704,0.03325865083952277,2.0593415181835995,2.5940005209745154,4,4,0.4721134752704566,0.29956895624331964,0.5232493368403255,0.19940310420114066,0.23855269907263038,7.35986328125,0.08728329593553344,QUALIFIED_VALUE
B13,6,43,True,True,True,True,True,True,0.18872103010545652,0.2,0.1634541161770844,0.031348865532784806,1.3719904797620361,1.515206020395724,0.37744206021091303,0.008210193673284088,0.00030484334310470335,23.108246766000732,22.913443916543507,4,4,0.3569693755448706,1.418375712903526,1.165066499582099,2.0037549047260748,2.0027927974709407,7.35986328125,0.08728329593553344,QUALIFIED_VALUE
B13,6,62,True,True,True,True,True,True,0.12529289198122928,0.2,0.04491123873214278,0.06758722758474228,1.4046633083763875,2.1563993542059343,0.25058578396245856,0.00014938470091894012,0.00025255344350866776,199.9275026622868,194.50115009450587,4,4,0.19829983951478697,1.3298837981578593,1.4402969602990248,0.11402566591699974,0.1271764217782263,7.35986328125,0.08728329593553344,QUALIFIED_VALUE
B14,6,21,True,True,True,True,True,True,0.11520595065268281,0.2,0.04138968687793472,0.05884755072884533,1.894203552170574,1.7492249893416625,0.23041190130536562,0.0007404791910377594,0.0018710243060736933,1.8218723449309098,1.8279907921876095,4,4,0.15148240695508444,0.5775645814741124,0.48634109195285635,0.10257543897810403,0.1052547360480263,9.472819010416666,0.028877012447082396,QUALIFIED_VALUE
B14,6,43,True,True,True,True,True,True,0.11796646927284174,0.2,0.04656235790303717,0.04876179118059683,1.2210051853052748,1.1217061678156133,0.23593293854568348,0.000633947971777421,0.0009392159785546628,105.77711860571016,102.5424659552719,4,4,0.11418020222209566,0.6687058856541933,0.618909261795644,0.08784942197901362,0.137366840016759,9.472819010416666,0.028877012447082396,QUALIFIED_VALUE
B14,6,62,True,True,True,True,True,True,0.1517129728407661,0.2,0.061734768227367065,0.10568177289756372,1.2918664583249082,1.7926243481389807,0.3034259456815322,0.00031586381922105183,0.0005027598205491215,43.43500734556808,44.93341490898525,4,4,0.20382421469070652,1.1383453080255952,1.1443890823776572,0.1941619005411077,0.19574919291547813,9.472819010416666,0.028877012447082396,QUALIFIED_VALUE
B15,6,21,False,True,True,True,True,True,0.08921648632434238,0.2,0.12462212878175181,0.0684450494048822,1.571959504373529,1.401560405668188,0.17843297264868477,0.009991866554677634,0.006675782331653216,2.818106578821965,4.110787277032628,4,4,0.2797432503608629,0.6083936029051971,0.5064472128758523,0.19838970370195325,0.07975188182382895,7.739908854166666,,UNQUALIFIED_NO_IMPUTATION
B15,6,43,False,False,True,True,False,True,0.2709186714322169,0.2,0.03148160416851864,0.0751084289010595,1.2453143155122397,1.204094487173468,0.5418373428644337,0.0004430252850392406,0.0011134421417660252,5.761650558678009,5.688296484638807,4,4,0.17044500627271378,2.41439722712228,2.4749115035684346,0.08621910462396279,0.10752745658750137,7.739908854166666,,UNQUALIFIED_NO_IMPUTATION
B15,6,62,False,False,True,True,False,True,0.20993185083025429,0.2,0.036413475331378335,0.05095625610255211,1.7677043310776575,2.480685367280844,0.41986370166050857,0.00017650560408508518,5.861923393342222e-05,82.3720648196913,84.15030762943037,4,4,0.09556828111899189,1.9898932081737188,1.9380245506359175,0.17844123674452764,0.15998652238546893,7.739908854166666,,UNQUALIFIED_NO_IMPUTATION
B16,8,21,False,True,True,True,True,True,0.10637291369221047,0.2,0.11252007403176272,0.11360751023577538,1.1507644229782699,1.205000219234053,0.21274582738442094,0.004291494143109193,0.0033970259565160427,2.8096836470844435,4.148189812180933,4,4,0.43657729177675986,0.8259170705484496,1.2016546102509962,0.09658488564309486,0.06765523848395373,6.453776041666667,,UNQUALIFIED_NO_IMPUTATION
B16,8,43,False,True,True,True,True,True,0.19899560822077061,0.2,0.014701363938098498,0.04689308097465601,1.399711652966724,1.6040653402912348,0.39799121644154123,5.826380979831235e-05,0.0006752156444630985,11.303142955556819,11.01669805206579,4,4,0.11229000835472593,0.656408800608984,0.6741478588895315,0.04989529256489121,0.0624743150591755,6.453776041666667,,UNQUALIFIED_NO_IMPUTATION
B16,8,62,False,False,True,True,False,True,0.24499039925882962,0.2,0.040997743603106505,0.04917628153098783,1.9059791835939854,1.2099456477145396,0.48998079851765924,8.005173182052341e-05,0.000164542675626648,34.65240265778819,32.4546988809934,4,4,0.1278764055755189,0.6774257045223913,0.692599739155403,0.04574252282803229,0.04656600968174501,6.453776041666667,,UNQUALIFIED_NO_IMPUTATION
B17,8,21,False,False,True,True,False,True,0.300200794009888,0.2,0.06250618378210973,0.3625186664152035,1.4498956840473278,1.3973063361426135,0.600401588019776,0.0023015822924841106,0.10275565288129011,4.417686024341983,8.109710429288427,4,4,0.7320724301324553,0.2341169412781174,0.6563739488729583,0.1815504925102692,0.2264837598719683,6.545084635416667,,UNQUALIFIED_NO_IMPUTATION
B17,8,43,False,True,True,True,True,True,0.1289089017113163,0.2,0.12974778671504236,0.06580555853170153,0.557044385776133,0.6331931501032949,0.2578178034226326,0.003202801332845006,0.001251960708875651,105.90943063077273,103.38535580936527,4,4,0.24243160462346558,1.1232426340890054,1.1893260123929499,0.3284741498936049,0.3528035482464221,6.545084635416667,,UNQUALIFIED_NO_IMPUTATION
B17,8,62,False,True,True,True,True,True,0.10915545954466724,0.2,0.07050813282926406,0.06421409308569427,2.569816004943469,1.0028578367717458,0.21831091908933448,0.00018913501877137266,0.00018467138254201043,49.10147867651329,47.574875959339565,4,4,0.08721247604389631,1.2607940529433166,1.2703456311464068,0.12720375906788173,0.1874021758856742,6.545084635416667,,UNQUALIFIED_NO_IMPUTATION
B18,8,21,False,False,True,True,False,True,0.22872133099453998,0.2,0.04560654604243104,0.2791520671867636,1.4270467413808825,1.4882429800165797,0.45744266198907996,0.0017226837192599474,0.0546485499093073,6.835319441819679,20.16672977976113,4,4,0.5715717794838611,0.73790971625562,0.8915351760880484,0.42195464600486887,1.0827378296920762,5.566731770833334,,UNQUALIFIED_NO_IMPUTATION
B18,8,43,False,True,True,True,True,True,0.18894358938482098,0.2,0.05266848137473591,0.04283388681551332,0.9524558870485715,0.9513046432874827,0.37788717876964195,0.001032508974682891,0.0007037722794156799,69.05126863260577,66.55767946508007,4,4,0.07157344677314903,0.9646224569233149,0.9900132771177891,0.028471876730349253,0.042895889509383195,5.566731770833334,,UNQUALIFIED_NO_IMPUTATION
B18,8,62,False,True,True,True,True,True,0.14154293885670607,0.2,0.09417460892508332,0.04886458980690006,1.8508964198776585,1.4134619984842531,0.28308587771341215,0.0005048244382358256,0.00020782386771026195,12.033956144854598,11.379495454344218,4,4,0.25816619514040234,1.2762254682116783,1.4546386705553995,0.24249656272765377,0.26476916182197363,5.566731770833334,,UNQUALIFIED_NO_IMPUTATION
B19,8,21,True,True,True,True,True,True,0.04378434360850355,0.2,0.13342696613950664,0.23434403617595173,1.2193674260411176,1.4106126948507156,0.2843440361759517,0.011624568993291829,0.03853851786815218,19.581337364151942,139.48913211792737,4,4,0.6909064929807425,0.7578073165255393,1.19128454966328,2.0001142315539178,2.001384729360347,6.866861979166667,0.09534180742882559,QUALIFIED_VALUE
B19,8,43,True,True,True,True,True,True,0.18926108537710296,0.2,0.06486470200887325,0.028847640185907113,1.6936572163877517,1.7110873051480127,0.3785221707542059,0.0032112356073850513,0.000712365881732571,8.103228710085462,7.729235889372641,4,4,0.13432226824351567,1.608558285582725,1.6382848941191683,0.21426636118533735,0.2090540641175299,6.866861979166667,0.09534180742882559,QUALIFIED_VALUE
B19,8,62,True,True,True,True,True,True,0.1461618560423622,0.2,0.04111597210516214,0.0795828902116954,2.1622423315053254,1.9380361592297333,0.2923237120847244,7.703079407619565e-05,0.00037664231813375236,219.68335068214992,211.40512540293707,4,4,0.14536518315789584,1.2573079166927854,1.181885420364056,0.09915583460662086,0.09251697039996606,6.866861979166667,0.09534180742882559,QUALIFIED_VALUE
B20,8,21,False,False,True,True,False,True,0.23591517498984835,0.2,0.15261007287974304,0.02950819865978007,1.6949537308934202,1.8713490759270057,0.4718303499796967,0.012565539710708624,0.0005952006523020042,3.9131850654252363,5.370106645594442,4,4,0.3130989513393279,1.7226852827614993,1.7123199058692595,0.16504205857108092,0.18010053232516496,6.468424479166667,,UNQUALIFIED_NO_IMPUTATION
B20,8,43,False,True,True,True,True,True,0.06918355353981866,0.2,0.18309583114478914,0.04048001962804324,1.433953628309186,1.7363328147995987,0.23309583114478916,0.008669030645672385,0.0005170255682221306,14.481792794311568,14.301555921219798,4,4,0.4078573741416394,0.8329788684498116,0.6742311058148794,0.520125595028132,0.48271737591041336,6.468424479166667,,UNQUALIFIED_NO_IMPUTATION
B20,8,62,False,False,True,True,False,True,0.26521389697805003,0.2,0.08142502202527471,0.01029355161150579,2.2465451828744607,2.6871407181916256,0.5304277939561001,0.00020042102066556596,1.086436762760456e-05,44.447416750943,45.50342392179933,4,4,0.16938016521484606,2.4739100294264342,2.5795999070005844,0.11796567699502325,0.12265090234593613,6.468424479166667,,UNQUALIFIED_NO_IMPUTATION
