realdata_balanced_report_date=2026-03-04
git_commit_sha=f0e577e8d0fb20da3870b300e3adefbb3955eb4d
focus_method=E2
input_jsonl=data/realdata/halueval_spans_train.jsonl
n0_requested=200
n1_requested=200
n0_selected=200
n1_selected=200
label_count_0=200
label_count_1=200
label_count_null=0
unitization_id=sentence_split_v2_min4
unit_count_min=4
unit_count_max=10
unit_count_mean=4.285
gate3_n_samples_valid=400
gate3_n_samples_missing=0
artifact_path_gate2=runs\realdata_E2_gate2
artifact_path_gate3=runs\realdata_E2_gate3
label_count_report_path=attestations\realdata_ab\2026-03-04_halueval_label_counts.txt
hf_provenance_path=data\realdata\hf_halueval_provenance.json
hf_provenance_sha256=4ad5bcf6efb426c28ea2823a11aa6c0696f1ea9dcbda42216b3ec6ac3b2da103
vec8_postproc_id=e8_softsnap_chunk48_k3_beta12_v1
e2_k=3
e2_beta=12.0
e2_roots_hash_sha256=32809837b7f82b99c1d28d4783f1107773bafca78c915af54fafa635623cd9c7
e2_root_verify_path=attestations/realdata_ab/2026-03-04_e8_roots_verify.txt
e2_root_verify_sha256_meta=aff8f92c5a1364bb9ad9df60dda4ea869790cd9921832b73534d675f069402ae
e2_root_verify_sha256_file=aff8f92c5a1364bb9ad9df60dda4ea869790cd9921832b73534d675f069402ae
e2_anchor_stats_csv=data\realdata\e2_anchor_stats.csv

===== Gate3 Missing Reasons =====
(none)

===== Label-wise Effect Stats (Gate2) =====
{"label0_rows": 200, "label1_rows": 200, "label_col": "sample_label", "metrics": {"h1b_closure_error": {"cliffs_delta_label1_vs_label0": -0.02105, "median_label0": 1.3763837958511176, "median_label1": 1.376125863319553, "n0": 200, "n1": 200, "p_two_sided": 0.7160750759603215, "u_stat_min": 19579.0, "z": -0.3637093294228606}, "h2_loop_mean": {"cliffs_delta_label1_vs_label0": 0.06375, "median_label0": 1.103887385195187, "median_label1": 1.1077413200172859, "n0": 200, "n1": 200, "p_two_sided": 0.27029986107731335, "u_stat_min": 18725.0, "z": -1.1023722719368272}, "h3_ratio_total_product": {"cliffs_delta_label1_vs_label0": -0.0484, "median_label0": 0.8034878239859251, "median_label1": 0.7951603313999591, "n0": 200, "n1": 200, "p_two_sided": 0.40268577718189846, "u_stat_min": 19032.0, "z": -0.8368341883867244}}, "missing_metrics": [], "n_rows": 400, "source": "runs/realdata_E2_gate2/samples.csv"}

===== Label-wise Effect Stats (Gate3) =====
{"label0_rows": 200, "label1_rows": 200, "label_col": "sample_label", "metrics": {"l3_kappa_max": {"cliffs_delta_label1_vs_label0": -0.067, "median_label0": 1.3972268042126101, "median_label1": 1.3946755625841454, "n0": 200, "n1": 200, "p_two_sided": 0.2466218420340079, "u_stat_min": 18660.0, "z": -1.1585936902780543}, "l3_kappa_mean": {"cliffs_delta_label1_vs_label0": -0.04795, "median_label0": 0.9919671541357595, "median_label1": 0.9899959209398703, "n0": 200, "n1": 200, "p_two_sided": 0.40707629353534724, "u_stat_min": 19041.0, "z": -0.8290496843087084}, "l4_tau_max": {"cliffs_delta_label1_vs_label0": -0.1051, "median_label0": 8.713304258765443e-33, "median_label1": 7.973927725236587e-33, "n0": 200, "n1": 200, "p_two_sided": 0.069112795991322, "u_stat_min": 17898.0, "z": -1.8176817022167457}, "l4_tau_mean": {"cliffs_delta_label1_vs_label0": -0.0832, "median_label0": 2.3036686854431736e-33, "median_label1": 2.2740651329200066e-33, "n0": 200, "n1": 200, "p_two_sided": 0.15019704011174093, "u_stat_min": 18336.0, "z": -1.4388358370866317}, "l4_tau_p90": {"cliffs_delta_label1_vs_label0": -0.1108, "median_label0": 4.800525375405558e-33, "median_label1": 4.607269292811334e-33, "n0": 200, "n1": 200, "p_two_sided": 0.055328775605533786, "u_stat_min": 17784.0, "z": -1.9162854205382822}}, "missing_metrics": [], "n_rows": 400, "source": "runs/realdata_E2_gate3/samples.csv"}

===== Label-wise Effect Stats (E2 Anchor) =====
{"label0_rows": 200, "label1_rows": 200, "label_col": "label", "metrics": {"anchor_max": {"cliffs_delta_label1_vs_label0": 0.0512, "median_label0": 0.2116950261373418, "median_label1": 0.21233754310088082, "n0": 200, "n1": 200, "p_two_sided": 0.3760104316305573, "u_stat_min": 18976.0, "z": -0.8852711026499354}, "anchor_mean": {"cliffs_delta_label1_vs_label0": 0.08395, "median_label0": 0.17477653537646226, "median_label1": 0.17545030066107092, "n0": 200, "n1": 200, "p_two_sided": 0.1465544396737857, "u_stat_min": 18321.0, "z": -1.4518100105499916}, "anchor_p90": {"cliffs_delta_label1_vs_label0": 0.04815, "median_label0": 0.20223890146611906, "median_label1": 0.2027475864570828, "n0": 200, "n1": 200, "p_two_sided": 0.4051214385248483, "u_stat_min": 19037.0, "z": -0.8325094638989378}}, "missing_metrics": [], "n_rows": 400, "source": "data/realdata/e2_anchor_stats.csv"}

===== Focus Gate2 summary.csv =====
spec_version,method_id,composition_id,dataset_revision_id,code_git_commit,build_target_triple,rustc_version,n_samples_total,n_samples_h1b_present,n_samples_h2_present,n_samples_h3_total_present,h1b_mean,h1b_p90,h1b_max,h2_mean,h2_p90,h2_max,h3_total_mean,h3_total_p90,h3_total_max,h3_loop_mean,h3_loop_p90,h3_loop_max
v4.1.0-ssot.3,rotor_holonomy_telemetry_v1,strict_left_fold_time_reversed_normalize_once_v1,halueval-spans_train_main,unknown,unknown,unknown,400,400,400,400,1.36426607600700156e0,1.40651186428798769e0,1.41415462990354857e0,1.10525738283748387e0,1.15837632843708294e0,1.20495470889954115e0,7.71741484412419965e-1,9.08371118960071278e-1,9.89558334723424693e-1,8.13810978321515334e-33,9.48251892217530155e-33,1.14440838419485734e-32

===== Focus Gate3 summary.csv =====
run_id,n_samples_total,n_samples_valid,n_samples_missing,kappa_count_total,tau_count_total,kappa_global_mean,kappa_global_p90,kappa_global_max,tau_global_mean,tau_global_p90,tau_global_max
realdata_E2_e8softsnap,400,400,0,18400,18400,9.89467198783650748e-1,1.03641893357463943e0,1.09818259144538533e0,2.30069562758576274e-33,2.72579840051297415e-33,3.69684638090311407e-33

===== Focus Gate2 samples.csv =====
sample_id,n_ans_units,sample_label,answer_length,h1b_closure_error,h2_loop_max,h2_loop_mean,h2_loop_p90,h3_ratio_total_product,h3_ratio_triangle_loop_max,h3_ratio_triangle_loop_mean,h3_ratio_triangle_loop_p90,missing_even_rotor_steps,loops_considered,loops_used
30,48,1,4,1.39351267858478511e0,1.38127952272862897e0,1.12334829389573709e0,1.36839738054183235e0,7.20402351211862690e-1,3.00183966585951850e-32,9.01389890448682853e-33,1.60528125862798643e-32,0,46,46
31,48,1,4,1.39976553801259351e0,1.40616003601673523e0,1.11165893808186600e0,1.38956859245734976e0,8.12693448992294232e-1,2.07144146718553417e-32,7.43575004549618620e-33,1.53157328653286834e-32,0,46,46
32,48,1,4,1.36291671550906246e0,1.40175176205124474e0,1.15580607563858240e0,1.34196466820580707e0,8.34090568257811027e-1,2.64395553099453107e-32,9.56846721096694213e-33,1.95036682125111429e-32,0,46,46
33,48,1,4,1.40027961383026023e0,1.40435835440674994e0,1.11679910869059595e0,1.36091055569129615e0,8.27198978161892584e-1,2.85863126316203351e-32,6.73284932588868014e-33,1.12426869136396869e-32,0,46,46
34,48,0,4,1.37217510258097297e0,1.40510070508399743e0,1.08050097164913472e0,1.39016529383718179e0,9.26866973724127408e-1,1.93169145253436214e-32,7.51940696401673500e-33,1.49735666394777409e-32,0,46,46
35,48,1,4,1.29828665394493226e0,1.41050379602716158e0,1.14487779141365431e0,1.35001043737311299e0,7.58771510818497252e-1,1.92431724817909500e-32,7.65860198541725770e-33,1.42702862069975011e-32,0,46,46
36,48,1,4,1.39418262990592456e0,1.41284970266730103e0,1.08324310469015339e0,1.35283236058547951e0,8.87816901445992901e-1,2.01234471881952032e-32,7.66230584323236351e-33,1.38250246668128248e-32,0,46,46
37,48,1,4,1.36935188347847925e0,1.41169830429292098e0,1.15469161012022981e0,1.38800243283003066e0,8.48197080366028588e-1,2.01879365840222325e-32,6.27314624200438689e-33,1.03535540296769444e-32,0,46,46
38,48,1,5,1.37541131217791857e0,1.40763820095911529e0,9.78559662481303993e-1,1.31456975274674481e0,5.15911709677658981e-1,2.23244804601889038e-32,7.18114376897093586e-33,1.49722807002789533e-32,0,46,46
39,48,1,5,1.40734568929099368e0,1.40008783512844293e0,1.13551173692531737e0,1.39151077118828947e0,7.97346553450197337e-1,4.47433935784809966e-32,9.25984087174217215e-33,1.65590056945714011e-32,0,46,46
40,48,1,4,1.32657346437397305e0,1.41073754286402453e0,1.07588612124706717e0,1.37354093059292892e0,7.52169852258344984e-1,2.51805369554894141e-32,7.59695718004679231e-33,1.50381858677542490e-32,0,46,46
41,48,1,4,1.32553847474945474e0,1.40445833372889295e0,1.06616232884325735e0,1.38648774276171971e0,8.49055813769198697e-1,2.66171399421855418e-32,7.52221819957032456e-33,1.60061542363845035e-32,0,46,46
42,48,1,4,1.34826081040333001e0,1.41419253344790197e0,1.14693333160388766e0,1.40153445446944103e0,8.72427042192661317e-1,2.08707747067966122e-32,9.24906274679012498e-33,1.62781083106250852e-32,0,46,46
43,48,1,4,1.32303020052279341e0,1.41363082587104527e0,1.13202037020637403e0,1.39200454264121065e0,5.64072431632920979e-1,3.12489723074986551e-32,7.53088526915069346e-33,1.40967879559869749e-32,0,46,46
44,48,1,4,1.36053781305129418e0,1.40854895563741733e0,1.08600429135727694e0,1.36506686977088121e0,7.39245925861823472e-1,1.75129783560462316e-32,6.48485273544006801e-33,1.04470712863036688e-32,0,46,46
45,48,0,7,1.30864707499397270e0,1.41390938929147336e0,1.17231960205520158e0,1.38534955149855832e0,5.45454194106585688e-1,3.32488515841616686e-32,9.41539947469051165e-33,1.96197029991353660e-32,0,46,46
46,48,0,4,1.35760015871769646e0,1.41286392856651988e0,1.07431648993691176e0,1.38334220638197447e0,7.11387324348955463e-1,2.42586618278270666e-32,7.04605104486625296e-33,1.16435846736144284e-32,0,46,46
47,48,0,4,1.37295116236397385e0,1.39742446341229920e0,1.11747242577624473e0,1.35216436275038188e0,6.95576481014825831e-1,2.15629435322514655e-32,8.01956485070308723e-33,1.50339386832931572e-32,0,46,46
48,48,1,4,1.33077644780165705e0,1.40686445047548814e0,1.13809476475216353e0,1.33540950751371956e0,9.09033643318347684e-1,2.77129054818790481e-32,9.29603192799143331e-33,1.84086703046539504e-32,0,46,46
49,48,1,4,1.36455941675672565e0,1.39858268613007408e0,1.11792007539544236e0,1.36685517272642021e0,8.15684179211172422e-1,2.34672662447550232e-32,7.79723655129813014e-33,1.29174814378165323e-32,0,46,46
50,48,0,4,1.40967170260321195e0,1.40467552143673591e0,1.07407545389900294e0,1.34353496641667425e0,6.11298227028668095e-1,2.49480317356984524e-32,6.70315707631684559e-33,1.49577490825981286e-32,0,46,46
51,48,0,4,1.39019432565202861e0,1.41269100826666705e0,1.15060181454618760e0,1.37498945710340714e0,8.77484086538197094e-1,3.64533365944835138e-32,8.66675750174605836e-33,1.32680258965424365e-32,0,46,46
52,48,1,4,1.40294635866013206e0,1.41192680277463745e0,1.12246351835803670e0,1.39173913716320641e0,7.48724865425085540e-1,1.82658372572853144e-32,7.85591662548058047e-33,1.47005189607068688e-32,0,46,46
53,48,1,4,1.38614575167264453e0,1.39984297568527927e0,1.07438591295654651e0,1.37243075404645221e0,9.32948800953695589e-1,2.69478984264501524e-32,6.92473207593700831e-33,1.26785775261971011e-32,0,46,46
54,48,1,6,1.39610001407187845e0,1.40904423391173395e0,1.04209496594572015e0,1.38991500983223060e0,6.42649472052574611e-1,2.85239352176598093e-32,6.87977104413050595e-33,1.20984018589378696e-32,0,46,46
55,48,1,4,1.32519151086294817e0,1.39492526366037350e0,1.03083671235434093e0,1.36731820953888872e0,7.97802560394452298e-1,2.70676209075020265e-32,7.77247537573146435e-33,1.65596854387470329e-32,0,46,46
56,48,0,4,1.39678449838796870e0,1.38461658182341241e0,1.12269001233732135e0,1.33579383400918572e0,9.35262244367780382e-1,2.64562178234284279e-32,8.99130729723635347e-33,1.49625696397947654e-32,0,46,46
57,48,1,4,1.37845502115185226e0,1.40522532493609131e0,1.05073891955059295e0,1.31356917303261511e0,8.61346515163998738e-1,2.85590026562594885e-32,8.06424478135847744e-33,1.51225790685792071e-32,0,46,46
58,48,1,4,1.35729835212188754e0,1.41288658795333077e0,1.08483693702375783e0,1.37162215183854674e0,5.72556954809218532e-1,1.59901865354457243e-32,5.81349296609683046e-33,1.04646390904741959e-32,0,46,46
59,48,0,7,1.36140364954952187e0,1.41181554103757634e0,1.12419862339393473e0,1.38970117090375589e0,8.42038814812838377e-1,3.44129193434493242e-32,9.37648101552977807e-33,1.56239085859439890e-32,0,46,46
60,48,1,6,1.35339610682113110e0,1.41114582372307940e0,1.10133603043646056e0,1.32797980048700048e0,9.08371118960071278e-1,1.82949190729366346e-32,7.20102725901115023e-33,1.39109510943620173e-32,0,46,46
61,48,1,4,1.40887749889222524e0,1.41081671123473651e0,1.12443303239776049e0,1.35881706362636123e0,7.80198599005958893e-1,3.19945079322643304e-32,9.26617137618593365e-33,1.96841153520756137e-32,0,46,46
62,48,1,6,1.41040710253445734e0,1.41019806050566210e0,1.09620193268624511e0,1.39395374821668971e0,8.81796178432678102e-1,2.13528545405575034e-32,7.98318086522468682e-33,1.35873731874416276e-32,0,46,46
63,48,1,4,1.40483369456920038e0,1.41180637174661849e0,1.09467807829826724e0,1.39802409334840183e0,8.74512775778723106e-1,2.53829998030464794e-32,9.06571603809924443e-33,1.71718513350893881e-32,0,46,46
64,48,1,4,1.40857935507066823e0,1.41260917319518176e0,1.11329298449702696e0,1.38489668902902330e0,8.39242162966209682e-1,3.20651075140286623e-32,9.01812160037442315e-33,1.71196792803088322e-32,0,46,46
65,48,1,4,1.33504177132717516e0,1.41391796660818581e0,1.14792518348812211e0,1.40006702363490132e0,8.08864717000539302e-1,1.96980595626315064e-32,7.64961055875704198e-33,1.38709373721355978e-32,0,46,46
66,48,0,4,1.39336562449561496e0,1.40865028758113264e0,1.10449773296121312e0,1.38039287941011013e0,7.05128022742033900e-1,3.20433657893585163e-32,9.62865984703633169e-33,1.76067510858916750e-32,0,46,46
67,48,0,4,1.39269478808954328e0,1.41012830222366570e0,1.11046005196786957e0,1.35568421847926546e0,9.21803825675679533e-1,2.50003779376107083e-32,8.50739659802379793e-33,1.59205573183319624e-32,0,46,46
68,48,1,6,1.35634483326865007e0,1.40164373262946884e0,1.14631575942246222e0,1.39114560696902867e0,7.55480579829169607e-1,2.05918667428535649e-32,8.57450711803703479e-33,1.51967960677880047e-32,0,46,46
69,48,1,4,1.19035226743124145e0,1.40909335859695872e0,1.14418706407703463e0,1.39490342828664637e0,5.71793165548510340e-1,3.14511751625496307e-32,8.40512192604080992e-33,1.41675648125186681e-32,0,46,46
70,48,0,4,1.39491646886728704e0,1.39092054663446829e0,1.08458859812507336e0,1.30222767307177079e0,9.03554932574034853e-1,2.33752589706860154e-32,8.38763423022353095e-33,1.80021254909492381e-32,0,46,46
